step,loss
10100,0.904550313949585
10150,0.9529887437820435
10200,0.9262205362319946
10250,0.9952554702758789
10300,0.9428015947341919
10350,0.9921979904174805
10400,0.9243258237838745
10450,0.9572341442108154
10500,0.9335510730743408
10550,0.9601877927780151
10600,0.9565898180007935
10650,0.9277164936065674
10700,0.8960983753204346
10750,0.9479666352272034
10800,0.9053259491920471
10850,0.9120639562606812
10900,0.979293704032898
10950,0.9104928970336914
11000,0.9312853217124939
11050,0.910780668258667
11100,0.9478335380554199
11150,1.0277314186096191
11200,1.0071157217025757
11250,0.9409278631210327
11300,0.9413418769836426
11350,0.9386146664619446
11400,0.9525600671768188
11450,0.9298581480979919
11500,0.9281372427940369
11550,0.9784500598907471
11600,0.9638559818267822
11650,0.9733750820159912
11700,0.9181435108184814
11750,0.9340004920959473
11800,0.911297082901001
11850,0.9724703431129456
11900,0.9358052611351013
11950,0.9579855799674988
12000,0.9740042686462402
12050,0.9975831508636475
12100,0.9233894348144531
12150,0.9946555495262146
12200,0.9170874953269958
12250,0.9607559442520142
12300,0.9386014938354492
12350,0.9096046686172485
12400,0.964163064956665
12450,0.927374541759491
12500,0.9495514035224915
12550,0.908004641532898
12600,0.9409548044204712
12650,0.9240702986717224
12700,0.9591659307479858
12750,0.9699724912643433
12800,0.8959445953369141
12850,0.9919862747192383
12900,0.9709086418151855
12950,0.9571295976638794
13000,0.9704580903053284
13050,0.9570140838623047
13100,0.9885129332542419
13150,0.9077383279800415
13200,0.9919755458831787
13250,0.9447638988494873
13300,0.9127209186553955
13350,0.9312256574630737
13400,0.8857885599136353
13450,0.9589806795120239
13500,0.9622741341590881
13550,0.9393222332000732
13600,0.9602263569831848
13650,0.9010982513427734
13700,0.9890845417976379
13750,0.9508349299430847
13800,0.9334605932235718
13850,0.9474254250526428
13900,0.9686597585678101
13950,0.8811678886413574
14000,0.9130713939666748
14050,0.9639899730682373
14100,0.9816722869873047
14150,0.8514566421508789
14200,0.9861570596694946
14250,0.9124839305877686
14300,0.9620844125747681
14350,0.9251658916473389
14400,0.9705928564071655
14450,0.9667534828186035
14500,0.9830835461616516
14550,1.0049113035202026
14600,0.9226232767105103
14650,0.9463432431221008
14700,0.9902584552764893
14750,0.9386775493621826
14800,0.9091039299964905
14850,0.8732407093048096
14900,0.9227849841117859
14950,0.9398143291473389
15000,0.9286888837814331
15050,0.9252566695213318
15100,0.9441858530044556
15150,1.0437091588974
15200,0.957834005355835
15250,0.9206438064575195
15300,0.936695396900177
15350,0.9502795934677124
15400,0.8742242455482483
15450,0.9851577877998352
15500,0.9835735559463501
15550,0.9165487289428711
15600,0.9543399810791016
15650,0.9621908068656921
15700,0.9704224467277527
15750,0.9305046200752258
15800,0.9487391710281372
15850,0.9350858330726624
15900,0.9501171112060547
15950,0.9664163589477539
16000,0.915290892124176
16050,0.9261637926101685
16100,0.922217845916748
16150,0.9501471519470215
16200,0.9310349225997925
16250,0.9477213621139526
16300,0.9146406650543213
16350,0.8935515284538269
16400,0.9713184833526611
16450,0.9182308912277222
16500,1.0021103620529175
16550,0.9667475819587708
16600,0.8935579061508179
16650,0.9833722114562988
16700,0.954313337802887
16750,0.9616252779960632
16800,0.9395416975021362
16850,0.894777774810791
16900,0.9975851774215698
16950,0.9667626023292542
17000,0.9652588963508606
17050,0.9006732702255249
17100,0.9384787678718567
17150,0.973913848400116
17200,0.9803687334060669
17250,0.920019268989563
17300,0.9745301008224487
17350,0.943793773651123
17400,0.9909217953681946
17450,0.9604941606521606
17500,0.928101658821106
17550,0.8901504278182983
17600,0.9286240935325623
17650,0.931929349899292
17700,0.9506582021713257
17750,1.0072077512741089
17800,0.8966802358627319
17850,0.9456722736358643
17900,0.951113760471344
17950,0.9216079115867615
18000,0.9450565576553345
18050,0.9755122661590576
18100,0.9247609376907349
18150,0.951334536075592
18200,0.9416034817695618
18250,0.9703413248062134
18300,0.9603840112686157
18350,1.010026216506958
18400,0.9040625095367432
18450,0.9642137885093689
18500,0.9468225836753845
18550,0.9352356195449829
18600,0.9471334218978882
18650,0.9700962901115417
18700,0.9179863333702087
18750,0.9841029644012451
18800,0.9345648288726807
18850,0.9230666160583496
18900,0.879616379737854
18950,0.9485864043235779
19000,0.903654158115387
19050,0.9086538553237915
19100,0.9866767525672913
19150,0.923087477684021
19200,0.9559677839279175
19250,0.9289716482162476
19300,0.9372576475143433
19350,0.9408593773841858
19400,0.9437162280082703
19450,0.8927266597747803
19500,1.0186529159545898
19550,0.9448462724685669
19600,0.9069821834564209
19650,0.9200112819671631
19700,0.9980219006538391
19750,0.9031527042388916
19800,0.9303560256958008
19850,0.9181913137435913
19900,0.9434076547622681
19950,0.9530993700027466
20000,0.9593085050582886
20050,0.9547563791275024
20100,1.015563726425171
20150,0.9303654432296753
20200,0.9054474830627441
20250,0.9615521430969238
20300,0.9747763276100159
20350,0.9195674657821655
20400,0.9543463587760925
20450,0.9577767252922058
20500,0.996078610420227
20550,0.9197753667831421
20600,0.9690812826156616
20650,0.9859665632247925
20700,0.9768717288970947
20750,0.9910235404968262
20800,0.9973018765449524
20850,0.9680254459381104
20900,0.9352086782455444
20950,0.9011925458908081
21000,0.9091309309005737
21050,0.9593976736068726
21100,0.9827969670295715
21150,0.9495276212692261
21200,0.9887193441390991
21250,0.9969705939292908
21300,1.0001672506332397
21350,0.9871358871459961
21400,0.9756545424461365
21450,0.9738506078720093
21500,0.9474465847015381
21550,0.9550159573554993
21600,0.9315219521522522
21650,0.9472131729125977
21700,0.9531197547912598
21750,0.9669293165206909
21800,0.9502503871917725
21850,0.9108169674873352
21900,0.9404191374778748
21950,0.9358018636703491
22000,0.9332886934280396
22050,0.9465466141700745
22100,0.8959228992462158
22150,0.9416975975036621
22200,0.9753125309944153
22250,1.0280499458312988
22300,0.9833928942680359
22350,0.9175799489021301
22400,0.8992394804954529
22450,0.9613202214241028
22500,0.9963690042495728
22550,0.9359456300735474
22600,0.9375500679016113
22650,0.9428650736808777
22700,0.9169430732727051
22750,0.9440805912017822
22800,0.9090336561203003
22850,0.9721834659576416
22900,0.9319093227386475
22950,0.9646790027618408
23000,0.9632049798965454
23050,0.8903136253356934
23100,0.9282635450363159
23150,0.9401699304580688
23200,0.9272273778915405
23250,0.969052791595459
23300,0.889779806137085
23350,0.9898508787155151
23400,0.9426970481872559
23450,0.9511590003967285
23500,0.9757930040359497
23550,0.9550503492355347
23600,0.9890628457069397
23650,0.9628490209579468
23700,0.9458438158035278
23750,0.9424199461936951
23800,0.9388445019721985
23850,0.9692068099975586
23900,0.8771767020225525
23950,0.956315815448761
24000,0.9618884325027466
24050,0.9484281539916992
24100,0.9345975518226624
24150,0.9558215141296387
24200,0.9294085502624512
24250,0.979736328125
24300,1.0119978189468384
24350,0.9438441395759583
24400,0.8924205303192139
24450,0.9719959497451782
24500,0.96091628074646
24550,0.9382327795028687
24600,0.9903652667999268
24650,0.9937452077865601
24700,0.9433898329734802
24750,0.9284826517105103
24800,0.9105328321456909
24850,0.9678359031677246
24900,0.9340708255767822
24950,0.9963691234588623
